PassengerId,Survived
892,0.04651380807161331
893,0.23967833042144776
894,0.35433613717556
895,0.5162038969993592
896,0.619130996465683
897,0.062374660591284437
898,0.23836645126342773
899,0.0737015986442566
900,0.9215249741077423
901,0.08821986190974712
902,0.05354565389745194
903,0.11670172438025475
904,0.9954128563404083
905,0.13160796701908112
906,0.9691184067726135
907,0.9392490541934967
908,0.0706789642572403
909,0.5088660490512849
910,0.551554616689682
911,0.5856071227788926
912,0.1050543138384819
913,0.6529417908191681
914,0.9981397688388824
915,0.16422932982444763
916,0.8893400669097901
917,0.01734826259315014
918,0.9910877048969269
919,0.5475197404623031
920,0.6740253067016602
921,0.09986820787191392
922,0.056967781484127046
923,0.1061086243391037
924,0.8349355769157409
925,0.6491169035434723
926,0.7768237030506133
927,0.3555830579996109
928,0.2738733375072479
929,0.10410616487264633
930,0.07964028955925079
931,0.5912437214056651
932,0.061666485667228696
933,0.47018278765678406
934,0.06084115073084831
935,0.9672509336471558
936,0.98816779255867
937,0.1036018192768097
938,0.31638673424720765
939,0.1513643871433518
940,0.991638298034668
941,0.8004301047325134
942,0.6624691605567932
943,0.10784081459045411
944,0.9391602790355682
945,0.9161867165565492
946,0.13817813962697983
947,0.0020119708497077227
948,0.018012898042798042
949,0.0945313411951065
950,0.0347707337886095
951,0.993996913433075
952,0.06843894705176354
953,0.34199212610721585
954,0.06883004949399919
955,0.8383979582559495
956,0.41890899688005445
957,0.9533739697933197
958,0.67775097489357
959,0.05380834076553583
960,0.3814341782331467
961,0.8584328842163086
962,0.6323471847778022
963,0.017630048096179962
964,0.5171957278251648
965,0.46011366486549377
966,0.9923329305648804
967,0.5549846732616425
968,0.05424569547176361
969,0.8479369807243347
970,0.10846295088529587
971,0.6323471847778022
972,0.9019152593612672
973,0.17414916425943375
974,0.1297483691573143
975,0.05354565389745194
976,0.09995791191856065
977,0.01904930464923382
978,0.8151907229423523
979,0.4837966597080231
980,0.8375447136079592
981,0.9808415627479553
982,0.5419241631031037
983,0.20488671571347444
984,0.8245195686817169
985,0.05424569547176361
986,0.1461285950243473
987,0.13148052245378494
988,0.9809286499023437
989,0.30353993267913804
990,0.7603407692909241
991,0.048587244004011154
992,0.9899091124534607
993,0.11771026864647866
994,0.1513643871433518
995,0.18831368811925253
996,0.6573326086997986
997,0.10547941654920578
998,0.16412908166646956
999,0.1513643871433518
1000,0.0799138842523098
1001,0.34515079081058503
1002,0.11533857710659504
1003,0.7846574798425038
1004,0.9777392256259918
1005,0.7225737988948822
1006,0.971811603307724
1007,0.0778686574846506
1008,0.033831049203872685
1009,0.8750205755233764
1010,0.4225372862815857
1011,0.9408412277698517
1012,0.8814880084991454
1013,0.05937624076106054
1014,0.9989525675773621
1015,0.038364633321762084
1016,0.1513643871433518
1017,0.5696611142158508
1018,0.15602318584918975
1019,0.798837149143219
1020,0.38364364445209503
1021,0.02854192815721035
1022,0.16019958968957265
1023,0.4478285801410675
1024,0.25286973819136616
1025,0.01914514908567071
1026,0.05237992438177268
1027,0.04237252205610275
1028,0.2555523580312729
1029,0.12274491995573043
1030,0.18290927827358244
1031,0.017759109605103733
1032,0.02992785580456257
1033,0.990618462562561
1034,0.1860409316420555
1035,0.07119481205940247
1036,0.6652487707138062
1037,0.156583289206028
1038,0.1073236757516861
1039,0.048483118414878845
1040,0.5511682885885238
1041,0.08958120077848435
1042,0.9980875253677368
1043,0.05354565389745194
1044,0.08659076198935509
1045,0.5025728106498718
1046,0.15343521714210512
1047,0.026660680770874023
1048,0.972286547422409
1049,0.6785637474060058
1050,0.772122323513031
1051,0.5571213573217392
1052,0.8872764789831071
1053,0.8819152593612671
1054,0.8025080573558807
1055,0.11717793382704259
1056,0.07006104402244091
1057,0.5227798819541931
1058,0.17243359833955765
1059,0.043381156139075755
1060,0.9839013767242432
1061,0.1231005510687828
1062,0.02403046377003193
1063,0.41331386685371396
1064,0.11708510845899582
1065,0.1411395459105872
1066,0.11931815207004547
1067,0.9636708498001099
1068,0.9458095979690552
1069,0.2065668898820877
1070,0.9606949698925018
1071,0.9717992055416107
1072,0.10846295088529587
1073,0.4060876041650772
1074,0.9955002963542938
